PiuraChilensis_v1_contig_10060 	 0.764527  	 cell organization and biogenesis
PiuraChilensis_v1_contig_10060 	 0.764527  	 cell-cell signaling
PiuraChilensis_v1_contig_10060 	 0.764527  	 developmental processes
PiuraChilensis_v1_contig_10060 	 0.764527  	 other biological processes
PiuraChilensis_v1_contig_10060 	 0.764527  	 protein metabolism
PiuraChilensis_v1_contig_10060 	 0.764527  	 stress response
PiuraChilensis_v1_contig_10060 	 0.764527  	 transport
PiuraChilensis_v1_contig_10061 	 0.821634  	 RNA metabolism
PiuraChilensis_v1_contig_10062 	 1.39804  	 
PiuraChilensis_v1_contig_10063 	 1.05372  	 RNA metabolism
PiuraChilensis_v1_contig_10063 	 1.05372  	 other biological processes
PiuraChilensis_v1_contig_10064 	 1.16458  	 cell adhesion
PiuraChilensis_v1_contig_10064 	 1.16458  	 cell organization and biogenesis
PiuraChilensis_v1_contig_10064 	 1.16458  	 death
PiuraChilensis_v1_contig_10064 	 1.16458  	 protein metabolism
PiuraChilensis_v1_contig_10064 	 1.16458  	 signal transduction
PiuraChilensis_v1_contig_10064 	 1.16458  	 transport
PiuraChilensis_v1_contig_10065 	 1.27548  	 
PiuraChilensis_v1_contig_10066 	 0.562578  	 developmental processes
PiuraChilensis_v1_contig_10066 	 0.562578  	 protein metabolism
PiuraChilensis_v1_contig_10067 	 0.930373  	 
PiuraChilensis_v1_contig_10068 	 0.912008  	 other metabolic processes
PiuraChilensis_v1_contig_10068 	 0.912008  	 protein metabolism
PiuraChilensis_v1_contig_10069 	 0.758566  	 
PiuraChilensis_v1_contig_1007 	 1.01086  	 protein metabolism
PiuraChilensis_v1_contig_10070 	 0.824246  	 
PiuraChilensis_v1_contig_10071 	 0.851968  	 other metabolic processes
PiuraChilensis_v1_contig_10072 	 0.667459  	 other biological processes
PiuraChilensis_v1_contig_10072 	 0.667459  	 protein metabolism
PiuraChilensis_v1_contig_10073 	 0.88517  	 
PiuraChilensis_v1_contig_10074 	 0.967218  	 
PiuraChilensis_v1_contig_10075 	 0.805699  	 signal transduction
PiuraChilensis_v1_contig_10076 	 1.05919  	 
PiuraChilensis_v1_contig_10077 	 0.752976  	 
PiuraChilensis_v1_contig_10078 	 1.01419  	 
PiuraChilensis_v1_contig_10079 	 0.650246  	 
PiuraChilensis_v1_contig_1008 	 0.820738  	 other metabolic processes
PiuraChilensis_v1_contig_10080 	 0.693471  	 other biological processes
PiuraChilensis_v1_contig_10080 	 0.693471  	 signal transduction
PiuraChilensis_v1_contig_10081 	 0.565488  	 
PiuraChilensis_v1_contig_10082 	 0.308038  	 
PiuraChilensis_v1_contig_10083 	 0.35353  	 
PiuraChilensis_v1_contig_10084 	 1.14438  	 
PiuraChilensis_v1_contig_10085 	 0.964746  	 signal transduction
PiuraChilensis_v1_contig_10086 	 0.554034  	 
PiuraChilensis_v1_contig_10087 	 1.03495  	 other biological processes
PiuraChilensis_v1_contig_10087 	 1.03495  	 other metabolic processes
PiuraChilensis_v1_contig_10088 	 0.812156  	 death
PiuraChilensis_v1_contig_10089 	 1.02295  	 
PiuraChilensis_v1_contig_1009 	 0.951823  	 
PiuraChilensis_v1_contig_10090 	 0.914817  	 
PiuraChilensis_v1_contig_10091 	 0.957942  	 
PiuraChilensis_v1_contig_10092 	 0.822689  	 cell cycle and proliferation
PiuraChilensis_v1_contig_10092 	 0.822689  	 cell organization and biogenesis
PiuraChilensis_v1_contig_10092 	 0.822689  	 protein metabolism
PiuraChilensis_v1_contig_10093 	 1.05413  	 other metabolic processes
PiuraChilensis_v1_contig_10094 	 1.09736  	 
PiuraChilensis_v1_contig_10095 	 0.920838  	 
PiuraChilensis_v1_contig_10096 	 0.587355  	 DNA metabolism
PiuraChilensis_v1_contig_10097 	 0.646189  	 other biological processes
PiuraChilensis_v1_contig_10098 	 0.620761  	 cell cycle and proliferation
PiuraChilensis_v1_contig_10098 	 0.620761  	 death
PiuraChilensis_v1_contig_10098 	 0.620761  	 developmental processes
PiuraChilensis_v1_contig_10098 	 0.620761  	 signal transduction
PiuraChilensis_v1_contig_10099 	 0.663519  	 
PiuraChilensis_v1_contig_101 	 0.852185  	 
PiuraChilensis_v1_contig_1010 	 0.792115  	 other metabolic processes
PiuraChilensis_v1_contig_10100 	 0.940989  	 
PiuraChilensis_v1_contig_10101 	 0.640466  	 RNA metabolism
PiuraChilensis_v1_contig_10101 	 0.640466  	 cell adhesion
PiuraChilensis_v1_contig_10101 	 0.640466  	 cell cycle and proliferation
PiuraChilensis_v1_contig_10101 	 0.640466  	 death
PiuraChilensis_v1_contig_10101 	 0.640466  	 developmental processes
PiuraChilensis_v1_contig_10101 	 0.640466  	 other biological processes
PiuraChilensis_v1_contig_10101 	 0.640466  	 other metabolic processes
PiuraChilensis_v1_contig_10101 	 0.640466  	 signal transduction
PiuraChilensis_v1_contig_10101 	 0.640466  	 stress response
PiuraChilensis_v1_contig_10102 	 0.784462  	 RNA metabolism
PiuraChilensis_v1_contig_10102 	 0.784462  	 cell adhesion
PiuraChilensis_v1_contig_10102 	 0.784462  	 cell cycle and proliferation
PiuraChilensis_v1_contig_10102 	 0.784462  	 death
PiuraChilensis_v1_contig_10102 	 0.784462  	 developmental processes
PiuraChilensis_v1_contig_10102 	 0.784462  	 other biological processes
PiuraChilensis_v1_contig_10102 	 0.784462  	 other metabolic processes
PiuraChilensis_v1_contig_10102 	 0.784462  	 signal transduction
PiuraChilensis_v1_contig_10102 	 0.784462  	 stress response
PiuraChilensis_v1_contig_10103 	 0.715243  	 other metabolic processes
PiuraChilensis_v1_contig_10103 	 0.715243  	 protein metabolism
PiuraChilensis_v1_contig_10103 	 0.715243  	 signal transduction
PiuraChilensis_v1_contig_10103 	 0.715243  	 stress response
PiuraChilensis_v1_contig_10104 	 1.0657  	 other biological processes
PiuraChilensis_v1_contig_10104 	 1.0657  	 transport
PiuraChilensis_v1_contig_10105 	 1.03538  	 
PiuraChilensis_v1_contig_10106 	 0.635994  	 
PiuraChilensis_v1_contig_10107 	 0.773066  	 
PiuraChilensis_v1_contig_10108 	 1.28198  	 
PiuraChilensis_v1_contig_10109 	 0.601527  	 
PiuraChilensis_v1_contig_1011 	 0.437665  	 
PiuraChilensis_v1_contig_10110 	 0.899988  	 RNA metabolism
PiuraChilensis_v1_contig_10110 	 0.899988  	 transport
PiuraChilensis_v1_contig_10111 	 0.460527  	 
PiuraChilensis_v1_contig_10112 	 0.915219  	 RNA metabolism
PiuraChilensis_v1_contig_10112 	 0.915219  	 cell organization and biogenesis
PiuraChilensis_v1_contig_10112 	 0.915219  	 developmental processes
PiuraChilensis_v1_contig_10112 	 0.915219  	 protein metabolism
PiuraChilensis_v1_contig_10113 	 0.314968  	 developmental processes
PiuraChilensis_v1_contig_10113 	 0.314968  	 other biological processes
PiuraChilensis_v1_contig_10113 	 0.314968  	 other metabolic processes
PiuraChilensis_v1_contig_10114 	 1.07952  	 DNA metabolism
PiuraChilensis_v1_contig_10114 	 1.07952  	 RNA metabolism
PiuraChilensis_v1_contig_10114 	 1.07952  	 developmental processes
PiuraChilensis_v1_contig_10114 	 1.07952  	 other biological processes
PiuraChilensis_v1_contig_10114 	 1.07952  	 protein metabolism
PiuraChilensis_v1_contig_10114 	 1.07952  	 stress response
PiuraChilensis_v1_contig_10115 	 0.880119  	 
PiuraChilensis_v1_contig_10116 	 1.08753  	 
PiuraChilensis_v1_contig_10117 	 0.806087  	 
PiuraChilensis_v1_contig_10118 	 0.571675  	 other metabolic processes
PiuraChilensis_v1_contig_10119 	 0.71967  	 RNA metabolism
PiuraChilensis_v1_contig_1012 	 0.752688  	 RNA metabolism
PiuraChilensis_v1_contig_1012 	 0.752688  	 protein metabolism
PiuraChilensis_v1_contig_10120 	 1.03619  	 
PiuraChilensis_v1_contig_10121 	 0.873433  	 other biological processes
PiuraChilensis_v1_contig_10122 	 0.776796  	 other metabolic processes
PiuraChilensis_v1_contig_10123 	 0.903435  	 
PiuraChilensis_v1_contig_10124 	 0.554307  	 
PiuraChilensis_v1_contig_10125 	 0.517795  	 
PiuraChilensis_v1_contig_10126 	 0.502417  	 RNA metabolism
PiuraChilensis_v1_contig_10126 	 0.502417  	 cell organization and biogenesis
PiuraChilensis_v1_contig_10127 	 0.787871  	 
PiuraChilensis_v1_contig_10128 	 0.539525  	 
PiuraChilensis_v1_contig_10129 	 0.58774  	 
PiuraChilensis_v1_contig_1013 	 0.941745  	 
PiuraChilensis_v1_contig_10130 	 0.360136  	 RNA metabolism
PiuraChilensis_v1_contig_10131 	 0.873612  	 cell organization and biogenesis
PiuraChilensis_v1_contig_10131 	 0.873612  	 developmental processes
PiuraChilensis_v1_contig_10131 	 0.873612  	 other biological processes
PiuraChilensis_v1_contig_10131 	 0.873612  	 protein metabolism
PiuraChilensis_v1_contig_10131 	 0.873612  	 transport
PiuraChilensis_v1_contig_10132 	 0.651532  	 
PiuraChilensis_v1_contig_10133 	 0.782657  	 transport
PiuraChilensis_v1_contig_10134 	 1.15826  	 
PiuraChilensis_v1_contig_10135 	 1.14653  	 other biological processes
PiuraChilensis_v1_contig_10136 	 0.603219  	 cell organization and biogenesis
PiuraChilensis_v1_contig_10136 	 0.603219  	 other biological processes
PiuraChilensis_v1_contig_10137 	 0.461398  	 DNA metabolism
PiuraChilensis_v1_contig_10137 	 0.461398  	 RNA metabolism
PiuraChilensis_v1_contig_10137 	 0.461398  	 protein metabolism
PiuraChilensis_v1_contig_10137 	 0.461398  	 stress response
PiuraChilensis_v1_contig_10138 	 0.654212  	 
PiuraChilensis_v1_contig_10139 	 0.847228  	 
PiuraChilensis_v1_contig_1014 	 1.12182  	 
PiuraChilensis_v1_contig_10140 	 0.85545  	 developmental processes
PiuraChilensis_v1_contig_10140 	 0.85545  	 other biological processes
PiuraChilensis_v1_contig_10140 	 0.85545  	 transport
PiuraChilensis_v1_contig_10141 	 0.70112  	 other biological processes
PiuraChilensis_v1_contig_10141 	 0.70112  	 other metabolic processes
PiuraChilensis_v1_contig_10141 	 0.70112  	 signal transduction
PiuraChilensis_v1_contig_10142 	 0.855381  	 
PiuraChilensis_v1_contig_10143 	 0.958991  	 
PiuraChilensis_v1_contig_10144 	 0.798455  	 cell organization and biogenesis
PiuraChilensis_v1_contig_10144 	 0.798455  	 other metabolic processes
PiuraChilensis_v1_contig_10144 	 0.798455  	 transport
PiuraChilensis_v1_contig_10145 	 0.479946  	 RNA metabolism
PiuraChilensis_v1_contig_10146 	 0.372075  	 developmental processes
PiuraChilensis_v1_contig_10147 	 0.845016  	 
PiuraChilensis_v1_contig_10148 	 0.654215  	 
PiuraChilensis_v1_contig_10149 	 0.440718  	 other metabolic processes
PiuraChilensis_v1_contig_1015 	 0.975061  	 RNA metabolism
PiuraChilensis_v1_contig_1015 	 0.975061  	 cell organization and biogenesis
PiuraChilensis_v1_contig_1015 	 0.975061  	 developmental processes
PiuraChilensis_v1_contig_10150 	 0.723555  	 other metabolic processes
PiuraChilensis_v1_contig_10150 	 0.723555  	 protein metabolism
PiuraChilensis_v1_contig_10151 	 0.462264  	 
PiuraChilensis_v1_contig_10152 	 1.16484  	 other biological processes
PiuraChilensis_v1_contig_10153 	 0.789262  	 other biological processes
PiuraChilensis_v1_contig_10153 	 0.789262  	 protein metabolism
PiuraChilensis_v1_contig_10154 	 0.645334  	 RNA metabolism
PiuraChilensis_v1_contig_10154 	 0.645334  	 cell organization and biogenesis
PiuraChilensis_v1_contig_10154 	 0.645334  	 other metabolic processes
PiuraChilensis_v1_contig_10155 	 0.651989  	 RNA metabolism
PiuraChilensis_v1_contig_10156 	 0.937026  	 
PiuraChilensis_v1_contig_10157 	 1.03467  	 RNA metabolism
PiuraChilensis_v1_contig_10157 	 1.03467  	 transport
PiuraChilensis_v1_contig_10158 	 0.628665  	 RNA metabolism
PiuraChilensis_v1_contig_10159 	 1.0175  	 
PiuraChilensis_v1_contig_1016 	 0.911132  	 cell organization and biogenesis
PiuraChilensis_v1_contig_1016 	 0.911132  	 other biological processes
PiuraChilensis_v1_contig_10160 	 0.695179  	 transport
PiuraChilensis_v1_contig_10161 	 1.18877  	 
PiuraChilensis_v1_contig_10162 	 0.503151  	 other metabolic processes
PiuraChilensis_v1_contig_10163 	 0.382016  	 other biological processes
PiuraChilensis_v1_contig_10164 	 0.987313  	 death
PiuraChilensis_v1_contig_10164 	 0.987313  	 developmental processes
PiuraChilensis_v1_contig_10164 	 0.987313  	 other biological processes
PiuraChilensis_v1_contig_10164 	 0.987313  	 other metabolic processes
PiuraChilensis_v1_contig_10164 	 0.987313  	 signal transduction
PiuraChilensis_v1_contig_10165 	 1.01119  	 transport
PiuraChilensis_v1_contig_10166 	 0.718312  	 
PiuraChilensis_v1_contig_10167 	 0.680585  	 RNA metabolism
PiuraChilensis_v1_contig_10167 	 0.680585  	 other biological processes
PiuraChilensis_v1_contig_10167 	 0.680585  	 protein metabolism
PiuraChilensis_v1_contig_10168 	 0.65675  	 RNA metabolism
PiuraChilensis_v1_contig_10168 	 0.65675  	 death
PiuraChilensis_v1_contig_10168 	 0.65675  	 other biological processes
PiuraChilensis_v1_contig_10168 	 0.65675  	 other metabolic processes
PiuraChilensis_v1_contig_10168 	 0.65675  	 protein metabolism
PiuraChilensis_v1_contig_10168 	 0.65675  	 signal transduction
PiuraChilensis_v1_contig_10168 	 0.65675  	 stress response
PiuraChilensis_v1_contig_10169 	 0.905896  	 RNA metabolism
PiuraChilensis_v1_contig_1017 	 0.745078  	 other metabolic processes
PiuraChilensis_v1_contig_10170 	 0.829903  	 
PiuraChilensis_v1_contig_10171 	 0.585995  	 
PiuraChilensis_v1_contig_10172 	 0.776606  	 transport
PiuraChilensis_v1_contig_10173 	 0.50699  	 RNA metabolism
PiuraChilensis_v1_contig_10173 	 0.50699  	 cell organization and biogenesis
PiuraChilensis_v1_contig_10173 	 0.50699  	 death
PiuraChilensis_v1_contig_10173 	 0.50699  	 other biological processes
PiuraChilensis_v1_contig_10173 	 0.50699  	 other metabolic processes
PiuraChilensis_v1_contig_10173 	 0.50699  	 protein metabolism
PiuraChilensis_v1_contig_10173 	 0.50699  	 signal transduction
PiuraChilensis_v1_contig_10173 	 0.50699  	 stress response
PiuraChilensis_v1_contig_10174 	 0.688671  	 
PiuraChilensis_v1_contig_10175 	 0.611767  	 other biological processes
PiuraChilensis_v1_contig_10176 	 0.599429  	 
PiuraChilensis_v1_contig_10177 	 1.19989  	 
PiuraChilensis_v1_contig_10178 	 0.831859  	 RNA metabolism
PiuraChilensis_v1_contig_10178 	 0.831859  	 cell cycle and proliferation
PiuraChilensis_v1_contig_10178 	 0.831859  	 developmental processes
PiuraChilensis_v1_contig_10179 	 0.640554  	 RNA metabolism
PiuraChilensis_v1_contig_1018 	 0.350738  	 RNA metabolism
PiuraChilensis_v1_contig_10180 	 1.04349  	 
PiuraChilensis_v1_contig_10181 	 0.745023  	 protein metabolism
PiuraChilensis_v1_contig_10182 	 1.03274  	 RNA metabolism
PiuraChilensis_v1_contig_10182 	 1.03274  	 developmental processes
PiuraChilensis_v1_contig_10182 	 1.03274  	 other biological processes
PiuraChilensis_v1_contig_10182 	 1.03274  	 other metabolic processes
PiuraChilensis_v1_contig_10183 	 0.786142  	 cell-cell signaling
PiuraChilensis_v1_contig_10183 	 0.786142  	 developmental processes
PiuraChilensis_v1_contig_10183 	 0.786142  	 other biological processes
PiuraChilensis_v1_contig_10183 	 0.786142  	 transport
PiuraChilensis_v1_contig_10184 	 0.902543  	 other metabolic processes
PiuraChilensis_v1_contig_10185 	 0.783595  	 RNA metabolism
PiuraChilensis_v1_contig_10185 	 0.783595  	 cell organization and biogenesis
PiuraChilensis_v1_contig_10185 	 0.783595  	 other biological processes
PiuraChilensis_v1_contig_10185 	 0.783595  	 transport
PiuraChilensis_v1_contig_10186 	 0.869291  	 
PiuraChilensis_v1_contig_10187 	 0.562727  	 
PiuraChilensis_v1_contig_10188 	 0.620929  	 protein metabolism
PiuraChilensis_v1_contig_10189 	 0.690952  	 signal transduction
PiuraChilensis_v1_contig_1019 	 0.593674  	 
PiuraChilensis_v1_contig_10190 	 0.361569  	 
PiuraChilensis_v1_contig_10191 	 0.496164  	 
PiuraChilensis_v1_contig_10192 	 0.432615  	 
PiuraChilensis_v1_contig_10193 	 0.752659  	 
PiuraChilensis_v1_contig_10194 	 0.89558  	 cell organization and biogenesis
PiuraChilensis_v1_contig_10194 	 0.89558  	 death
PiuraChilensis_v1_contig_10194 	 0.89558  	 other biological processes
PiuraChilensis_v1_contig_10194 	 0.89558  	 protein metabolism
PiuraChilensis_v1_contig_10194 	 0.89558  	 transport
PiuraChilensis_v1_contig_10195 	 0.669018  	 death
PiuraChilensis_v1_contig_10195 	 0.669018  	 other biological processes
PiuraChilensis_v1_contig_10195 	 0.669018  	 other metabolic processes
PiuraChilensis_v1_contig_10196 	 0.756684  	 protein metabolism
PiuraChilensis_v1_contig_10197 	 0.416646  	 
PiuraChilensis_v1_contig_10198 	 0.544888  	 
PiuraChilensis_v1_contig_10199 	 0.522948  	 
PiuraChilensis_v1_contig_102 	 0.849271  	 
PiuraChilensis_v1_contig_1020 	 0.710108  	 protein metabolism
PiuraChilensis_v1_contig_1020 	 0.710108  	 transport
PiuraChilensis_v1_contig_10200 	 0.81324  	 
PiuraChilensis_v1_contig_10201 	 0.831159  	 cell organization and biogenesis
PiuraChilensis_v1_contig_10201 	 0.831159  	 other metabolic processes
PiuraChilensis_v1_contig_10202 	 1.11238  	 
PiuraChilensis_v1_contig_10203 	 0.863425  	 
PiuraChilensis_v1_contig_10204 	 0.575303  	 other metabolic processes
PiuraChilensis_v1_contig_10204 	 0.575303  	 transport
PiuraChilensis_v1_contig_10205 	 0.597403  	 
PiuraChilensis_v1_contig_10206 	 0.659669  	 
PiuraChilensis_v1_contig_10207 	 1.11732  	 
PiuraChilensis_v1_contig_10208 	 0.542875  	 
PiuraChilensis_v1_contig_10209 	 1.11261  	 other biological processes
PiuraChilensis_v1_contig_10209 	 1.11261  	 other metabolic processes
PiuraChilensis_v1_contig_10209 	 1.11261  	 protein metabolism
PiuraChilensis_v1_contig_1021 	 0.935318  	 cell organization and biogenesis
PiuraChilensis_v1_contig_1021 	 0.935318  	 other metabolic processes
PiuraChilensis_v1_contig_10210 	 0.956068  	 cell organization and biogenesis
PiuraChilensis_v1_contig_10210 	 0.956068  	 death
PiuraChilensis_v1_contig_10210 	 0.956068  	 other biological processes
PiuraChilensis_v1_contig_10210 	 0.956068  	 stress response
PiuraChilensis_v1_contig_10210 	 0.956068  	 transport
PiuraChilensis_v1_contig_10211 	 0.613388  	 DNA metabolism
PiuraChilensis_v1_contig_10211 	 0.613388  	 stress response
PiuraChilensis_v1_contig_10212 	 0.783201  	 
PiuraChilensis_v1_contig_10213 	 1.00708  	 
PiuraChilensis_v1_contig_10214 	 0.235047  	 
PiuraChilensis_v1_contig_10215 	 0.487092  	 protein metabolism
PiuraChilensis_v1_contig_10215 	 0.487092  	 signal transduction
PiuraChilensis_v1_contig_10216 	 0.869207  	 RNA metabolism
PiuraChilensis_v1_contig_10217 	 0.962921  	 transport
PiuraChilensis_v1_contig_10218 	 0.683201  	 DNA metabolism
PiuraChilensis_v1_contig_10218 	 0.683201  	 cell cycle and proliferation
PiuraChilensis_v1_contig_10218 	 0.683201  	 other metabolic processes
PiuraChilensis_v1_contig_10219 	 0.821261  	 
PiuraChilensis_v1_contig_1022 	 0.536381  	 other biological processes
PiuraChilensis_v1_contig_10220 	 0.70933  	 transport
PiuraChilensis_v1_contig_10221 	 0.795058  	 cell organization and biogenesis
PiuraChilensis_v1_contig_10221 	 0.795058  	 developmental processes
PiuraChilensis_v1_contig_10221 	 0.795058  	 other biological processes
PiuraChilensis_v1_contig_10222 	 0.801255  	 
PiuraChilensis_v1_contig_10223 	 0.974648  	 
